collector_name,season,player_name,interview_date,source_link,cleaned_question_text,cleaned_player_answer_text,word_count,notes,sheet_name,computed_word_count,word_count_final,question_cluster,pred_question_type,self_rate,team_rate,hedge_rate,confidence_rate,gratitude_rate,accountability_rate,coachspeak_rate,type_token_ratio,pred_word_count
Advay,2021.0,Demarvion Overshown,2021-11-02,"DeMarvion Overshown and Xavier Worthy Media Availability [Nov. 2, 2021] - YouTube","DeMarvion, I know y'all aren't always in a too high safety look, but y'all are there often. How much pressure does that put on you and Luke and Jalen in the middle linebackers to be able to fit the run and how big of an emphasis is that for the defense when you know that those two safeties are behind you instead of just one?","Just knowing, coming into the game, knowing what we're going to be in and expecting that to be the game plan, you know, we got to do what we got to do in order to fill those gaps because two highs always going to be, somebody got to do somebody else's job. So basically just playing fast where them guys can have a clear read when they do get a chance to show up in the play. So, you know, it requires us to play faster, but that's what we want anyways.",153.0,,2021,92,153.0,4,leadership_team,0.0,0.043478260869565216,0.0,0.010869565217391304,0.0,0.0,0.010869565217391304,0.6413043478260869,117.21391723400666
Advay,2021.0,Demarvion Overshown,2021-11-02,"DeMarvion Overshown and Xavier Worthy Media Availability [Nov. 2, 2021] - YouTube","DeMarvion, just a quick thought process going back to last season. What do you remember about Iowa State's offensive line and what do you remember about Brees in the backfield?","That you can tell that there's some vets that played together for a long time. You know, they got a lot of snaps combined together. Brees Hall, he's good at finding the hole. He's very patient. So basically just, you know, hopping on them fast, fitting gaps fast, physical, not giving him a chance to react to what we're doing.",88.0,,2021,60,88.0,1,leadership_team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8166666666666667,82.51203676594014
Advay,2021.0,Demarvion Overshown,2021-11-02,"DeMarvion Overshown and Xavier Worthy Media Availability [Nov. 2, 2021] - YouTube","Yeah, DeMarvion, you mentioned the running game and stopping it. Y'all, I think, giving up an average of 201 yards on the ground in those three losses. So what do you think the problem is and what is it specifically y'all can correct before Saturday?","To be honest, if I knew exactly what the problem was, the coaches would know and it would probably be fixed right now. So basically just every week getting better. You know, we know teams are going to run the ball on us. I mean, I run the ball on us too if the team was averaging 200 rushing yards. But if we knew exactly what the problem was, it would be fixed right now. So basically just coming to work every day and getting better at our craft.",116.0,,2021,89,116.0,1,leadership_team,0.03409090909090909,0.06818181818181818,0.011363636363636364,0.0,0.0,0.0,0.0,0.5568181818181818,109.94539831243674
Advay,2021.0,Demarvion Overshown,2021-11-02,"DeMarvion Overshown and Xavier Worthy Media Availability [Nov. 2, 2021] - YouTube","DeMarvion, what, now that you've had a chance to look at it, what's going on in the fourth quarter with the run defense? Because it's, the numbers are rough. What do you think is happening there?","I mean, just like I said a while ago, I don't know exactly what the problem is, but we just got to, you know, stay mentally focused in the fourth quarter. Like I said, if we knew exactly what it is, why the fourth quarter, I mean, most teams get their rushing yards then, you know, the problem would be fixed right now. So basically just staying mentally locked in for four quarters of football.",104.0,,2021,75,104.0,1,leadership_team,0.06666666666666667,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.68,85.96117902783226
Advay,2021.0,Demarvion Overshown,2021-11-02,"DeMarvion Overshown and Xavier Worthy Media Availability [Nov. 2, 2021] - YouTube","Hey, D, I just wanted to know, how would you gauge everyone's, everyone mentally right now? I mean, coming off of the Saturday and just how would you gauge everyone's attitude this week and getting ready to go again?","mean, it's been a tough stretch, but, you know, everybody know it's part of football. And that's the beauty of football, you know. You got to come back and work no matter what, win, lose, or draw. You know, you got to come back to work. You can't let what happened in the past dictate what's going to happen Saturday. So basically getting over that, you know, learning from that, and moving on is all we can do.",107.0,,2021,78,107.0,4,leadership_team,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.6794871794871795,120.6581192399317
Advay,2021.0,Demarvion Overshown,2021-11-02,"DeMarvion Overshown and Xavier Worthy Media Availability [Nov. 2, 2021] - YouTube","DeMarvion, I know we've talked so much about the mental side of this, but how much of this do you think is physical late in games that you guys are wearing down?","That's not physical at all. You know, I don't feel tired in the fourth quarter. It's just, you know, staying locked in mentally, you know. That's all I can say about that. But physically, it's not the problem.",49.0,,2021,38,49.0,4,leadership_team,0.05263157894736842,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.7105263157894737,114.0255627935876
Advay,2021.0,Demarvion Overshown,2021-11-02,"DeMarvion Overshown and Xavier Worthy Media Availability [Nov. 2, 2021] - YouTube","DeMarvion, obviously, Saturday's game, like the last three, could have gone either way. Anything that you feel like y'all are really doing well? And did the coaching staff cite anybody on defense that really played at a top level against Baylor?","It's really just, you know, playing hard, not giving up. You know, in the situations we've been in the last three games, you know, teams come back and, you know, just fighting hard. Like these last couple of games, youI know, we was able to get the ball back to the offense, so that's improvement from the OU game. So basically just improving every week, you know, just playing hard until the last whistle, even though it's not going our way.",114.0,,2021,81,114.0,2,leadership_team,0.0,0.024691358024691357,0.0,0.012345679012345678,0.0,0.0,0.0,0.6419753086419753,111.35469443727561
Advay,2021.0,Demarvion Overshown,2021-11-02,"DeMarvion Overshown and Xavier Worthy Media Availability [Nov. 2, 2021] - YouTube","Dee, you're seeing Luke play a little bit more consistent in coverage. He gets his second interception of the season. Do you think that he's improving on all areas this so far this year?","He is, you know, coming into, you know, that starter role this year, it takes a little bit of time getting used to it. You know, I was there last year and it took me a couple of games to, you know, really get the feel for the game and how fast it's going, so I can definitely tell it in a slow down for him and he's doing real good.",101.0,,2021,71,101.0,1,leadership_team,0.04225352112676056,0.0,0.028169014084507043,0.028169014084507043,0.0,0.0,0.0,0.7323943661971831,106.12654180461323
Advay,2021.0,Demarvion Overshown,2021-11-02,"DeMarvion Overshown and Xavier Worthy Media Availability [Nov. 2, 2021] - YouTube","Yeah, hi, Marvin. This is a little bit of a different question, but today's Election Day in Texas. There's no presidential campaign on the ballot, but last year the NCAA said this should be a day for civic engagement for athletes and schools were told not to hold practices. There have been a lot of waivers given in any discussion. Do you think you guys should have practiced today or any discussion amongst the team about that civic engagement and voting today?","I think everybody was because that was the plan not practicing today, but I think everybody was okay with it since we practice in the morning, so we still got all afternoon to go and vote and stuff. And, you know, it works better for us anyways, keeping a normal schedule, not try to mix things up right in the middle of the season. So keeping our normal schedule, we practice early in the morning, so we got all afternoon to still go vote.",115.0,,2021,84,115.0,1,leadership_team,0.023809523809523808,0.07142857142857142,0.023809523809523808,0.0,0.0,0.0,0.0,0.6071428571428571,111.49816741262839
Advay,2021.0,Demarvion Overshown,2021-11-02,"DeMarvion Overshown and Xavier Worthy Media Availability [Nov. 2, 2021] - YouTube","do you see the resolve building in the players to, you know, to say enough? I mean, these are three games y'all could have won and put yourself in position to win. And, you know, do you see that resolve building in the players?","Oh, yeah, I see. Just like I said a while ago, you know, everybody coming back to work the next day, even after a tough loss like we had these last three weeks, you know, you can definitely see like after games, like, you know, it hurts and, you know, we're gonna get it. We're gonna get it together. You know, like it's a process, like Coach always say, but you know, it's we there and we know we're there, so it definitely hurts coming into the locker room, losing close games like we've been losing, but the team, you know, closer than ever, and we're gonna get it. We're gonna get it together.",137.0,,2021,114,137.0,1,leadership_team,0.017543859649122806,0.03508771929824561,0.0,0.02631578947368421,0.0,0.0,0.0,0.5175438596491229,141.4278519631116
